voterID,voteTime,pollID,"Lincoln Chafee","Vermin Supreme","Jo Jorgensen ","Dan Behrman","Sam Robb","John McAfee","Mark Whitney","Arvin Vohra","Max Abramson","Ken Armstrong ","Keenan Dunham","John Monds","Erik Gerhardt","Souraya Fass","Jedi Hill","Ben Leder","Jacob Hornberger","James Ogle","Sorinne Ardeleanu"
enkrw6mx25,"2020-02-13 08:47:29",9xrw9wch,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xn2sc5dhs6,"2020-02-13 08:47:38",9xrw9wch,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e36sne124d,"2020-02-13 08:47:59",9xrw9wch,0,5,0,4,0,4,0,3,0,0,0,0,0,0,0,0,4,0,0
5x6atsynwy,"2020-02-13 08:48:32",9xrw9wch,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tzkwa66ah2,"2020-02-13 08:49:00",9xrw9wch,0,5,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0
zs1ah3yhy5,"2020-02-13 08:50:55",9xrw9wch,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aktfk9fzm4,"2020-02-13 08:51:08",9xrw9wch,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
6h9antc1x5,"2020-02-13 08:51:21",9xrw9wch,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fr51dw5k21,"2020-02-13 08:51:31",9xrw9wch,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zhns9weaxr,"2020-02-13 08:51:44",9xrw9wch,0,5,0,4,0,3,0,3,0,0,0,0,0,0,0,0,5,0,0
w9y47rez61,"2020-02-13 08:52:46",9xrw9wch,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zdh1z9fm51,"2020-02-13 08:52:48",9xrw9wch,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thehne4fsh,"2020-02-13 08:53:58",9xrw9wch,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zktdpm7zpy,"2020-02-13 08:53:59",9xrw9wch,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
4rdddc3rd4,"2020-02-13 08:55:43",9xrw9wch,2,5,3,0,1,5,1,2,1,3,1,5,1,1,1,1,5,1,1
xtfmhncwms,"2020-02-13 08:56:09",9xrw9wch,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6t7yx75nxf,"2020-02-13 08:56:45",9xrw9wch,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9ey2wr3zya,"2020-02-13 08:57:38",9xrw9wch,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s6fsa4nx2c,"2020-02-13 08:58:34",9xrw9wch,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
cs549d32nn,"2020-02-13 08:59:20",9xrw9wch,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xhethzrhpn,"2020-02-13 08:59:36",9xrw9wch,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sws4rsxx3m,"2020-02-13 09:01:35",9xrw9wch,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
3kmhaehh3c,"2020-02-13 09:02:05",9xrw9wch,1,5,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1
mkfh227m4m,"2020-02-13 09:02:24",9xrw9wch,0,5,0,3,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0
e2z2tfs2n6,"2020-02-13 09:05:24",9xrw9wch,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
f5df5t2f1z,"2020-02-13 09:07:03",9xrw9wch,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wz3fw1wx53,"2020-02-13 09:07:08",9xrw9wch,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kspr755d54,"2020-02-13 09:07:22",9xrw9wch,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
z4xhfk3z27,"2020-02-13 09:13:36",9xrw9wch,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ps7445ax3p,"2020-02-13 09:13:51",9xrw9wch,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yt6d6an6hk,"2020-02-13 09:14:42",9xrw9wch,0,5,0,4,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0
sx7cxrcc26,"2020-02-13 09:15:46",9xrw9wch,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t6cwspxaf4,"2020-02-13 09:16:35",9xrw9wch,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hkhrtp7ca7,"2020-02-13 09:16:45",9xrw9wch,0,5,0,4,4,0,0,0,4,0,0,0,0,0,0,0,5,0,0
4ff5kyw5xa,"2020-02-13 09:17:23",9xrw9wch,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pcfxc2fmef,"2020-02-13 09:17:30",9xrw9wch,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dy25s6fn2e,"2020-02-13 09:19:16",9xrw9wch,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3997stdyzz,"2020-02-13 09:20:18",9xrw9wch,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k347aap37z,"2020-02-13 09:20:51",9xrw9wch,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c66k17tzx1,"2020-02-13 09:23:50",9xrw9wch,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ped6dtc1ey,"2020-02-13 09:24:17",9xrw9wch,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fdpcydm215,"2020-02-13 09:24:22",9xrw9wch,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
r71ac9ffne,"2020-02-13 09:24:43",9xrw9wch,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sdwkfn3rhe,"2020-02-13 09:25:02",9xrw9wch,1,5,3,2,1,4,2,1,2,2,2,1,1,1,2,2,3,1,2
rkwxyp2f1r,"2020-02-13 09:25:31",9xrw9wch,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t7k3969a33,"2020-02-13 09:28:21",9xrw9wch,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
drwfktdy46,"2020-02-13 09:29:46",9xrw9wch,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t33xc3n6kk,"2020-02-13 09:29:53",9xrw9wch,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6cdha44s54,"2020-02-13 09:31:07",9xrw9wch,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zz2259ax2s,"2020-02-13 09:31:59",9xrw9wch,2,4,2,2,2,3,2,2,2,2,2,1,2,2,2,2,2,2,2
71mky5xfyy,"2020-02-13 09:32:41",9xrw9wch,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
fnyzax1fce,"2020-02-13 09:36:11",9xrw9wch,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6zpwy93sfm,"2020-02-13 09:36:57",9xrw9wch,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hw75d7dkhf,"2020-02-13 09:37:59",9xrw9wch,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7cm9nsxhmf,"2020-02-13 09:40:49",9xrw9wch,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ffd4efy937,"2020-02-13 09:40:55",9xrw9wch,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kxc7zr551r,"2020-02-13 09:43:37",9xrw9wch,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
ps9nnwkxzs,"2020-02-13 09:50:23",9xrw9wch,1,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
732mrp65hd,"2020-02-13 09:51:02",9xrw9wch,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wx94kfmnn1,"2020-02-13 09:51:05",9xrw9wch,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mny9trwdwp,"2020-02-13 09:51:19",9xrw9wch,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1kw9derfca,"2020-02-13 09:54:50",9xrw9wch,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rmhwkhr6c3,"2020-02-13 09:57:02",9xrw9wch,2,5,2,3,1,3,2,2,2,2,1,2,2,2,2,2,3,2,2
3c3xf1cexh,"2020-02-13 10:01:17",9xrw9wch,0,3,3,3,2,2,2,1,1,3,0,0,0,3,1,0,5,1,1
1emcp2nxcs,"2020-02-13 10:03:39",9xrw9wch,2,1,5,0,0,0,4,0,0,2,0,4,0,0,0,0,0,0,0
ps5cd4s91w,"2020-02-13 10:05:30",9xrw9wch,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
drxdntka7h,"2020-02-13 10:06:50",9xrw9wch,0,5,1,4,1,4,1,0,1,1,1,1,1,1,1,1,1,1,1
37tx5e69xc,"2020-02-13 10:09:42",9xrw9wch,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7xht4w13w4,"2020-02-13 10:10:07",9xrw9wch,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spe5df9pcy,"2020-02-13 10:12:00",9xrw9wch,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6nk5ewc7cp,"2020-02-13 10:13:11",9xrw9wch,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ex5hy6ppza,"2020-02-13 10:13:53",9xrw9wch,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3mwy36zhsx,"2020-02-13 10:14:41",9xrw9wch,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
7hr1yp2yh6,"2020-02-13 10:14:48",9xrw9wch,5,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0
547t4743st,"2020-02-13 10:16:02",9xrw9wch,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ww254n2dd2,"2020-02-13 10:23:24",9xrw9wch,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
d2y7ewnexm,"2020-02-13 10:24:39",9xrw9wch,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
ehyksywnsf,"2020-02-13 10:25:39",9xrw9wch,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xhfxcr4phf,"2020-02-13 10:29:06",9xrw9wch,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e4pmne2ste,"2020-02-13 10:29:12",9xrw9wch,1,5,4,3,3,5,4,1,1,3,2,4,2,2,3,2,5,2,2
tn6n67t9en,"2020-02-13 10:29:56",9xrw9wch,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
esxpzayr39,"2020-02-13 10:34:47",9xrw9wch,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ddmyskra59,"2020-02-13 10:38:28",9xrw9wch,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pwtexc1fc2,"2020-02-13 10:40:38",9xrw9wch,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
293w44r9hy,"2020-02-13 10:44:39",9xrw9wch,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4emyxrh239,"2020-02-13 10:44:39",9xrw9wch,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1tdep19y47,"2020-02-13 10:44:43",9xrw9wch,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zn474sk5zd,"2020-02-13 10:48:38",9xrw9wch,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9kdx1hm1ns,"2020-02-13 10:50:53",9xrw9wch,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
ft91zwamt5,"2020-02-13 10:51:20",9xrw9wch,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1hkkxmcdpn,"2020-02-13 10:52:37",9xrw9wch,0,5,3,2,1,0,1,0,2,1,2,1,1,2,2,1,2,2,0
aew73p3k95,"2020-02-13 10:55:40",9xrw9wch,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5cnrt5yd3n,"2020-02-13 10:56:48",9xrw9wch,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hnxws3yrws,"2020-02-13 11:00:29",9xrw9wch,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pxxd2e7rr2,"2020-02-13 11:00:39",9xrw9wch,0,4,2,5,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0
9pfd99ky9e,"2020-02-13 11:04:25",9xrw9wch,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ff2ecznse5,"2020-02-13 11:10:43",9xrw9wch,1,3,3,0,0,3,0,1,0,0,0,0,0,0,0,0,3,0,0
2xfyzf7fw9,"2020-02-13 11:11:51",9xrw9wch,0,5,0,5,0,5,0,5,0,3,0,0,0,3,3,0,0,0,0
ftw4pc5d9d,"2020-02-13 11:12:52",9xrw9wch,1,5,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1
r2c2tkkpkp,"2020-02-13 11:14:52",9xrw9wch,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
4ht14nxda7,"2020-02-13 11:19:43",9xrw9wch,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ysfc691apz,"2020-02-13 11:21:04",9xrw9wch,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t3rmmskccy,"2020-02-13 11:22:31",9xrw9wch,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95an13rfex,"2020-02-13 11:24:35",9xrw9wch,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0
7ewx96fzcp,"2020-02-13 11:26:24",9xrw9wch,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nhy32nmese,"2020-02-13 11:28:09",9xrw9wch,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
4cxwffwtfy,"2020-02-13 11:29:00",9xrw9wch,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ht35daefw6,"2020-02-13 11:29:04",9xrw9wch,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f3t323dwst,"2020-02-13 11:31:17",9xrw9wch,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
knr5k2wzdm,"2020-02-13 11:31:43",9xrw9wch,0,5,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
h3xnk5d96e,"2020-02-13 11:32:03",9xrw9wch,0,5,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0
4734h579ds,"2020-02-13 11:32:28",9xrw9wch,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kznnmcdmhe,"2020-02-13 11:34:24",9xrw9wch,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
2ps91ax9w9,"2020-02-13 11:36:16",9xrw9wch,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
362cmh24d4,"2020-02-13 11:38:10",9xrw9wch,0,5,0,5,0,5,0,0,2,0,0,0,0,0,5,0,0,0,0
3ekthkrcwt,"2020-02-13 11:38:30",9xrw9wch,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
y993cwpzyx,"2020-02-13 11:39:04",9xrw9wch,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
666e37ws5e,"2020-02-13 11:39:13",9xrw9wch,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45n2hy5649,"2020-02-13 11:40:58",9xrw9wch,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f9fkse1xcn,"2020-02-13 11:43:31",9xrw9wch,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k9r2sw97wk,"2020-02-13 11:45:05",9xrw9wch,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d5ps4apadt,"2020-02-13 11:45:07",9xrw9wch,0,5,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
y2mwrxm67s,"2020-02-13 11:46:42",9xrw9wch,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
h9m3ndh74m,"2020-02-13 11:47:07",9xrw9wch,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5fsydnztkr,"2020-02-13 11:49:53",9xrw9wch,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmktx12nwk,"2020-02-13 11:50:13",9xrw9wch,0,5,3,5,1,5,1,1,0,1,1,1,1,0,1,0,4,1,5
kk53mwxzaa,"2020-02-13 11:50:14",9xrw9wch,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7x131n5s6k,"2020-02-13 11:50:17",9xrw9wch,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
rt4cpe2te5,"2020-02-13 11:50:34",9xrw9wch,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hdfx779kek,"2020-02-13 11:52:24",9xrw9wch,0,5,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0
6k5e5wxtes,"2020-02-13 11:54:24",9xrw9wch,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
3h1mkyydek,"2020-02-13 11:54:31",9xrw9wch,0,5,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
yn9zzt27ks,"2020-02-13 11:54:34",9xrw9wch,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c9mk59n4k7,"2020-02-13 11:58:40",9xrw9wch,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
3fmmf2sxe6,"2020-02-13 12:02:39",9xrw9wch,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ht9a5af43f,"2020-02-13 12:03:57",9xrw9wch,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
z5a6mderwm,"2020-02-13 12:04:02",9xrw9wch,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4zstppcrpd,"2020-02-13 12:04:34",9xrw9wch,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4hc5mf59s6,"2020-02-13 12:04:40",9xrw9wch,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
y7f6ankzw6,"2020-02-13 12:05:46",9xrw9wch,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36fwn736a9,"2020-02-13 12:06:12",9xrw9wch,5,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
ehe45pwh7d,"2020-02-13 12:08:06",9xrw9wch,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pfy32y72yc,"2020-02-13 12:09:55",9xrw9wch,4,5,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
zky5twyw3x,"2020-02-13 12:11:44",9xrw9wch,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7w3mmn3en2,"2020-02-13 12:12:10",9xrw9wch,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pccyfmyc1p,"2020-02-13 12:18:07",9xrw9wch,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
scxtezs3a4,"2020-02-13 12:20:49",9xrw9wch,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wfzexdtxxk,"2020-02-13 12:21:19",9xrw9wch,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5s9pc6y79a,"2020-02-13 12:23:33",9xrw9wch,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shmxx7kwta,"2020-02-13 12:24:21",9xrw9wch,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
weaf1wexx1,"2020-02-13 12:26:33",9xrw9wch,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72ks65aepn,"2020-02-13 12:27:02",9xrw9wch,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3h79zk3tan,"2020-02-13 12:32:21",9xrw9wch,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yampz99xen,"2020-02-13 12:33:10",9xrw9wch,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yma7cakar3,"2020-02-13 12:35:43",9xrw9wch,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
cxxa1wdwta,"2020-02-13 12:36:26",9xrw9wch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cytkahh97k,"2020-02-13 12:40:45",9xrw9wch,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22yt79re2w,"2020-02-13 12:41:29",9xrw9wch,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wr2n99h35c,"2020-02-13 12:45:15",9xrw9wch,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dnhdxw5x21,"2020-02-13 12:47:09",9xrw9wch,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k7d749c4pc,"2020-02-13 12:50:20",9xrw9wch,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9rnx5wettn,"2020-02-13 12:53:02",9xrw9wch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
2w7x2x465s,"2020-02-13 12:54:33",9xrw9wch,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
y4c7cpx6y5,"2020-02-13 12:56:07",9xrw9wch,0,4,4,4,4,0,0,0,0,0,0,3,4,0,0,0,0,0,0
91yzayfk9a,"2020-02-13 13:01:37",9xrw9wch,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
46nfk6xac2,"2020-02-13 13:06:30",9xrw9wch,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dawkx4h9rf,"2020-02-13 13:06:40",9xrw9wch,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15s75p9sdn,"2020-02-13 13:07:04",9xrw9wch,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
6h9ft1wk9x,"2020-02-13 13:10:53",9xrw9wch,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mdxnr31x79,"2020-02-13 13:17:53",9xrw9wch,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
eswpde5sce,"2020-02-13 13:35:23",9xrw9wch,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0
4xkcdrskwx,"2020-02-13 13:41:05",9xrw9wch,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a7tk75726d,"2020-02-13 13:44:35",9xrw9wch,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nhndny9szd,"2020-02-13 13:47:32",9xrw9wch,5,5,2,4,2,5,3,1,4,4,3,3,3,1,4,3,1,3,3
mxtp44zktm,"2020-02-13 13:50:04",9xrw9wch,5,4,1,5,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1
dnyss9h74e,"2020-02-13 13:56:02",9xrw9wch,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
sae2resc73,"2020-02-13 14:07:23",9xrw9wch,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hcmrf7dxyd,"2020-02-13 14:10:46",9xrw9wch,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3s9ra5fds7,"2020-02-13 14:10:58",9xrw9wch,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yns4m1pr5m,"2020-02-13 14:12:26",9xrw9wch,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
